RowID,MeanIndProduction,VarIndProduction,ResInflow,MaxGrowthRate,MaxMetMaint,MaxActiveDispersal,LogseriesA,StartingSeed,width,height,MeanTotalAbundance,VarTotalAbundance,ImmigrationRate,MeanResourceConcentration,VarResourceConcentration,MeanResourceParticles,VarResourceParticles,Speciation,MeanPerCapitaGrowth,VarPerCapitaGrowth,MeanPerCapitaMaint,VarPerCapitaMaint,MeanPerCapitaActiveDispersal,VarPerCapitaActiveDispersal,MeanSpecGrowth,VarSpecGrowth,MeanSpecDisp,VarSpecDisp,MeanSpecMaint,VarSpecMaint,MeanAvgDist,VarAvgDist,MeanDormFreq,VarDormFreq,TrophicComplexityLevel,ResourceComplexityLevel,SpatialComplexityLevel,MeanEncounter,VarEncounter,IncomingResAgg,MeanIndAgg,VarIndAgg,MeanResAgg,VarResAgg,MeanDeaths,VarDeaths,RunTime
11, 1.75, 4.7874999999999996, 32, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 367.39999999999998, 104.23999999999998, 0.0, 42.774499999999996, 2.7578647500000022, 4277.4499999999998, 27578.647500000003, 0.0, 0.10000216158475764, 7.5662040487696843e-13, 6.8634587836494658e-05, 7.9375028065040186e-10, 0.10001025877490341, 1.0922167083438454e-12, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.010000000000000002, 3.009265538105056e-36, 2.167342054998882, 0.054218983097176265, 0.086203987194799742, 7.5840889496069878e-05, 2, 1, 2, 25.25, 18.587499999999999, 0.4, 2.6081092621223472, 0.014025996206862507, 2.446045444283508, 0.0033339644858173907, 3.5, 3.1499999999999999, 219
12, 2.0499999999999998, 2.0474999999999999, 32, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 342.0, 170.90000000000001, 0.0, 52.639499999999998, 5.1648447500000003, 5263.9499999999998, 51648.447500000002, 0.0, 0.10000072612690061, 9.7333589917859009e-13, 5.8282672744628839e-05, 7.9313915865300647e-10, 0.10000124347728337, 7.7236813750505659e-13, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.010000000000000002, 3.009265538105056e-36, 1.7800756305277012, 0.11626792183563731, 0.085545780347248607, 5.9409563200703285e-05, 4, 1, 1, 34.200000000000003, 40.359999999999999, 0.4, 1.3282354822362619, 0.043269180250540086, 1.3034160677766402, 0.00050709090361357651, 2.8500000000000001, 1.7274999999999998, 219
13, 0.0, 0.69999999999999996, 14, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 77.25, 1.6875, 0.0, 7.4279999999999999, 0.098495999999999903, 742.79999999999995, 984.95999999999981, 0.0, 0.10000388466632144, 1.1019809182777395e-12, 4.7929294497639662e-05, 1.4144708216586416e-09, 0.10000315719283817, 9.4643329670399117e-12, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.01, 3.009265538105056e-36, 1.6425793540202331, 0.19407557614101431, 0.14420674564720198, 0.00050871134599556988, 2, 2, 2, 5.5499999999999998, 6.9474999999999998, 0.4, 1.8603077726662001, 0.087785770951937153, 3.4955485740145051, 0.016130827027358019, 0.90000000000000002, 1.1899999999999999, 174
14, 6.25, 9.5875000000000004, 40, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 1303.4000000000001, 1248.7399999999998, 0.0, 12.223000000000003, 0.41186099999999987, 1222.3, 4118.6099999999997, 0.0, 0.099999759078218967, 6.3013471282111251e-14, 6.4572628495555693e-05, 1.8824498601625266e-10, 0.099998379880825813, 3.942289522826122e-14, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.01, 3.009265538105056e-36, 1.8192968209781017, 0.12311518717607343, 0.10242636781832008, 7.1584695175009244e-05, 3, 1, 1, 81.549999999999997, 85.047499999999999, 0.4, 1.3278466571457681, 0.0060715623615803143, 1.3321151411508256, 0.0060042690376088167, 11.949999999999999, 9.7475000000000023, 185
15, 0.050000000000000003, 0.14749999999999999, 1, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 12.449999999999999, 0.34750000000000003, 0.0, 0.12799999999999997, 0.00020599999999999997, 12.800000000000001, 2.0599999999999996, 0.0, 0.10003083227765892, 1.6183706133699541e-12, 0.00021132435827094577, 2.3306812863408643e-08, 0.10002430405074518, 1.5958314393940093e-11, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.01, 3.009265538105056e-36, 1.7116260541447876, 0.0742579901063916, 0.6994505494505493, 0.0012670068027210888, 3, 1, 3, 1.0, 1.3, 0.4, 1.8090243090243092, 0.81069100174994302, 1.9731934731934735, 1.9951515628338803, 0.10000000000000001, 0.090000000000000011, 119
16, 5.3939393939393936, 23.572084481175395, 28, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 1509.3, 696.70999999999992, 0.0, 2.9278787878787882, 0.017028833792470152, 292.78787878787881, 170.28833792470152, 0.0, 0.10000197269586056, 6.6938555127756955e-13, 9.2117687526344978e-05, 2.9288478587634341e-10, 0.10000014753911685, 9.4456179411655952e-14, 0.10000000000000001, 0.0, 0.10000000000000001, 0.0, 0.01, 0.0, 2.0706902391226385, 0.16584216666881546, 0.19340395656252249, 0.00026295126314397648, 1, 1, 3, 74.545454545454547, 384.8539944903581, 0.4, 1.2674464823566816, 0.0036870827900987581, 1.5043310303167747, 0.0027863443772151919, 13.818181818181818, 14.997245179063359, 219
17, 0.050000000000000003, 0.14749999999999996, 70, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 44.75, 0.28749999999999998, 0.0, 20.309000000000001, 0.39004899999999992, 2030.9000000000001, 3900.4899999999993, 0.0, 0.099993167601469882, 6.580329246475478e-13, 1.3651980942917754e-05, 2.2432187047037431e-09, 0.10001935924378511, 2.5366293216660868e-12, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.01, 3.009265538105056e-36, 4.8992812208439052, 0.6111159765682499, 0.0011111111111111111, 2.3456790123456795e-05, 4, 3, 2, 0.29999999999999999, 0.40999999999999986, 0.4, 4.8152301580006327, 0.35684222023558548, 1.9855752937667028, 0.00085105327205011187, 0.14999999999999999, 0.22749999999999998, 219
18, 0.59999999999999998, 1.8399999999999999, 16, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 235.55000000000001, 12.8475, 0.0, 5.5860000000000003, 0.050473999999999984, 558.60000000000002, 504.73999999999995, 0.0, 0.1000069241327132, 5.8574808850996361e-13, 6.7244532555138587e-05, 1.331118779494938e-09, 0.099989960127107702, 8.1435730506642484e-13, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.01, 3.009265538105056e-36, 1.6493071133405866, 0.097399705987471968, 0.094578686579389837, 0.00061131097061961983, 3, 2, 2, 19.050000000000001, 17.047500000000003, 0.4, 1.9492306397794212, 0.015940017615288304, 1.537459069114518, 0.00014884722046919064, 2.4500000000000002, 1.5475000000000001, 219
19, 0.14999999999999999, 0.1275, 10, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 28.699999999999999, 0.90999999999999981, 0.0, 3.9069999999999991, 0.038691000000000017, 390.69999999999999, 386.90999999999997, 0.0, 0.10001126175685351, 5.8703624676657343e-12, 4.6183938010151386e-06, 1.3476179790195502e-11, 0.10002368405433684, 3.1408126905712733e-12, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.01, 3.009265538105056e-36, 3.6160256238153878, 0.31991108699701831, 0.008567323481116584, 0.00022039365389437581, 4, 3, 3, 0.5, 0.34999999999999998, 0.4, 3.7863879415603554, 2.5108739883576945, 2.5067677020801709, 0.0039691929360081615, 0.25, 0.1875, 187
20, 0.75, 0.78749999999999998, 10, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 120.0, 14.800000000000001, 0.0, 15.229000000000003, 0.45656899999999984, 1522.9000000000001, 4565.6899999999996, 0.0, 0.099990545656006791, 4.5438964594399352e-13, 6.103104815064417e-05, 1.6209231707455388e-09, 0.099998389678378305, 1.7933519737334974e-12, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.01, 3.009265538105056e-36, 3.1838123082701606, 0.16622313940786743, 0.11680620628787697, 0.00011745127711256309, 2, 1, 2, 10.6, 10.84, 0.4, 1.7794531423686408, 0.011984609706881168, 2.9245202803614125, 0.0071298305111299823, 0.94999999999999996, 0.64749999999999996, 219
21, 0.0, 0.20000000000000001, 8, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 35.899999999999999, 0.18999999999999997, 0.0, 2.4220000000000002, 0.012825999999999999, 242.19999999999999, 128.26000000000002, 0.0, 0.10001845099449098, 3.8724923661182503e-12, 4.0167733609047489e-05, 6.575296891583556e-09, 0.1000117934121197, 1.4372506593857621e-12, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.01, 3.009265538105056e-36, 1.6655321779397076, 0.13449780309842213, 0.041591591591591585, 0.00049956488019551085, 3, 3, 1, 0.45000000000000001, 0.5475000000000001, 0.4, 1.4283695460166048, 0.25772737087215181, 1.2654215887409261, 0.010768201983048981, 0.25, 0.1875, 151
22, 0.0, 0.0, 1, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 9.0, 0.0, 0.0, 0.11000000000000001, 1.9259299443872359e-34, 11.0, 0.0, 0.0, 0.10003233743663451, 0.0, 0.00024991027569870269, 2.9387358770557188e-39, 0.099941830878637283, 0.0, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.01, 3.009265538105056e-36, 1.6452054304526194, 0.082332485560841245, 1.0, 0.0, 1, 2, 2, 0.0, 0.0, 0.4, 0.0, 0.0, 1.8181818181818183, 4.9303806576313238e-32, 0.0, 0.0, 148
23, 0.14999999999999999, 0.22749999999999995, 70, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 41.75, 0.98750000000000004, 0.0, 11.648000000000001, 0.4171560000000003, 1164.8, 4171.5600000000004, 0.0, 0.099999500087827903, 5.5458057529325961e-12, 3.3653569589327463e-05, 4.9036019276060281e-09, 0.10000871167791334, 2.1138494193846109e-12, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.010000000000000002, 3.009265538105056e-36, 3.2321582541908631, 0.55367077591389413, 0.034599640763849498, 0.000131705367457048, 2, 3, 2, 0.29999999999999999, 0.51000000000000001, 0.4, 1.7260481530192251, 0.061721646279269737, 1.6396708666833604, 0.00014591676310636464, 0.25, 0.1875, 139
24, 0.10000000000000001, 0.090000000000000011, 40, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 44.450000000000003, 0.54749999999999999, 0.0, 12.015499999999999, 0.16563475000000003, 1201.55, 1656.3474999999999, 0.0, 0.099988187208297788, 3.3139867490091094e-12, 3.7986630475951195e-06, 5.5137364666325995e-12, 0.099982115189847148, 5.5910846919845443e-12, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.01, 3.009265538105056e-36, 1.86056360717259, 0.17378138647960412, 0.0054830917874396133, 9.020688930896872e-05, 4, 3, 1, 0.29999999999999999, 0.20999999999999996, 0.4, 1.4877388648874998, 0.43812472107961231, 1.2870401874840141, 0.0028632324677552593, 0.29999999999999999, 0.51000000000000001, 181
25, 0.14999999999999999, 0.42750000000000005, 4, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 51.100000000000001, 3.4900000000000011, 0.0, 7.5360000000000014, 0.11172400000000002, 753.60000000000002, 1117.24, 0.0, 0.099992981059479971, 1.2245317365889162e-11, 3.5164197725681034e-05, 1.6406597298918834e-09, 0.099984870757725802, 1.8058251002149739e-12, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.01, 3.009265538105056e-36, 1.6845606718863917, 0.11900082562001953, 0.094590672392162803, 0.00042762086955713976, 4, 1, 1, 4.3499999999999996, 3.7275, 0.4, 1.2300372860271689, 0.057976315654642507, 1.3090370168523513, 0.0087454863659686306, 0.45000000000000001, 0.44750000000000012, 219
26, 0.0, 0.20000000000000001, 20, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 35.0, 0.10000000000000001, 0.0, 5.6545000000000005, 0.061804749999999943, 565.45000000000005, 618.0474999999999, 0.0, 0.099986772545899771, 1.0947248312518751e-12, 2.0903807740870846e-05, 3.7388470506864479e-09, 0.099992720021201784, 5.2051461231727872e-13, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.01, 3.009265538105056e-36, 1.8125265080859652, 0.19818860095323254, 0.018531746031746031, 0.00018495055429579239, 3, 3, 1, 0.20000000000000001, 0.26000000000000006, 0.4, 1.1625074272133096, 0.31610033055156561, 1.3193826191375793, 0.014817865635949626, 0.29999999999999999, 0.30999999999999994, 147
27, -0.050000000000000003, 0.047500000000000001, 1, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 8.9499999999999993, 0.047500000000000001, 0.0, 0.16850000000000004, 8.2749999999999951e-05, 16.850000000000001, 0.8274999999999999, 0.0, 0.1000072155200161, 6.7594348926416626e-13, 0.00024992004928762259, 6.3502783210144522e-18, 0.099987210459383469, 6.7419497978148661e-12, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.01, 3.009265538105056e-36, 1.2757280973535385, 0.053583928742991817, 1.0, 0.0, 3, 3, 2, 0.0, 0.0, 0.4, 5.4563492063492065, 0.1869960947341899, 0.75554695562435503, 0.0063825330900620786, 0.050000000000000003, 0.047500000000000001, 185
28, 0.10000000000000001, 0.090000000000000011, 28, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 34.799999999999997, 0.85999999999999999, 0.0, 5.7785000000000002, 0.059502749999999972, 577.85000000000002, 595.02749999999992, 0.0, 0.099998270076760362, 7.2763159573260244e-12, 2.4131300948421663e-05, 3.6944708894911416e-09, 0.099990764622868419, 8.6941507250764953e-12, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.010000000000000002, 3.009265538105056e-36, 1.6860008180277117, 0.096704174188967457, 0.029696545284780586, 0.00049869400919409139, 1, 3, 1, 0.20000000000000001, 0.16000000000000003, 0.4, 1.4238180120533062, 0.69540565105208063, 1.3003953030527871, 0.0067326056246059893, 0.14999999999999999, 0.1275, 124
29, 1.45, 2.8475000000000006, 20, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 229.75, 50.587499999999999, 0.0, 33.695500000000003, 1.9942347499999993, 3369.5500000000002, 19942.3475, 0.0, 0.10000868013135637, 8.4326549195533344e-13, 6.0092038935514047e-05, 1.5279454873927044e-09, 0.099989741139041272, 4.8667232375756252e-13, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.010000000000000002, 3.009265538105056e-36, 1.7600659618840779, 0.14891192598218034, 0.090689803567673435, 9.3267127086691309e-05, 4, 1, 1, 20.149999999999999, 15.927500000000004, 0.4, 1.3350381352830381, 0.038685160988172346, 1.3423021813487783, 0.0010563317274925393, 1.8999999999999999, 2.3900000000000001, 219
30, 3.3500000000000001, 4.5275000000000016, 50, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 542.79999999999995, 436.15999999999997, 0.0, 71.628500000000003, 7.3192327500000021, 7162.8500000000004, 73192.327499999999, 0.0, 0.099998878289094276, 2.4203690963753662e-13, 6.5944743799829661e-05, 4.8037165374788802e-10, 0.099998545859293714, 5.7927639958730723e-13, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.01, 3.009265538105056e-36, 2.9933087409971111, 0.13948632940847533, 0.10246259579281265, 7.4078042867743539e-05, 4, 1, 3, 37.549999999999997, 26.347500000000004, 0.4, 4.0600478974763741, 0.072887049659214762, 2.3794383377951651, 0.00055108217149215711, 4.7999999999999998, 5.9600000000000009, 190
31, 1.1499999999999999, 2.8275000000000001, 14, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 169.0, 47.200000000000003, 0.0, 22.024999999999999, 1.0023449999999996, 2202.5, 10023.450000000001, 0.0, 0.099988566596707518, 1.0210828978817427e-12, 5.7094932945190515e-05, 1.5180167414816377e-09, 0.10000476962277956, 2.5441885205937715e-12, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.01, 3.009265538105056e-36, 2.2312279907308463, 0.019421930327995659, 0.09293028877266088, 6.6533522616500458e-05, 4, 1, 2, 14.75, 15.987500000000001, 0.4, 2.2383788057369727, 0.042118928961593374, 2.6401021771455007, 0.0026274453092566129, 1.05, 1.0474999999999999, 219
32, 1.7, 2.4100000000000006, 50, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 199.40000000000001, 99.340000000000003, 0.0, 26.145499999999998, 1.59202475, 2614.5500000000002, 15920.247500000003, 0.0, 0.099990864526924447, 1.0690582122962156e-12, 6.3440912246884995e-05, 1.6574097096058151e-09, 0.10000483838060252, 3.2782991080801217e-12, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.010000000000000002, 3.009265538105056e-36, 3.0171427511508684, 0.37787822863701825, 0.095813505340215252, 4.0678848421106786e-05, 2, 2, 2, 24.350000000000001, 14.727500000000001, 0.4, 2.2743492955843565, 0.010426053416194198, 2.3176231264129532, 4.1871256311776626e-05, 1.1499999999999999, 2.0274999999999999, 219
33, 1.3999999999999999, 1.7399999999999998, 12, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 246.19999999999999, 60.260000000000005, 0.0, 4.6830000000000007, 0.034701000000000003, 468.30000000000001, 347.01000000000005, 0.0, 0.10001090742520662, 3.5343615705358119e-13, 5.7891955319916705e-05, 1.8085197638029943e-09, 0.099991320647616455, 8.3877748664702689e-13, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.01, 3.009265538105056e-36, 1.861714764173972, 0.31622612239956194, 0.066620542760838369, 9.2101400061651224e-05, 3, 2, 1, 20.899999999999999, 20.09, 0.4, 1.4189445507656167, 0.026187581388796198, 1.3615071697983665, 0.020631208541957387, 1.8500000000000001, 1.4275, 219
34, 1.0, 1.1000000000000001, 6, 0.1, 0.01, 0.1, 0.99, 10, 9.8, 10, 214.30000000000001, 32.109999999999999, 0.0, 1.3365, 0.0017227499999999975, 133.65000000000001, 17.227499999999999, 0.0, 0.10000145697823175, 1.7156831811426604e-12, 7.1462213375828807e-05, 2.4569079687893416e-09, 0.10000248459103014, 4.5818993430863335e-13, 0.10000000000000002, 1.9259299443872359e-34, 0.10000000000000002, 1.9259299443872359e-34, 0.010000000000000002, 3.009265538105056e-36, 1.7916147217273994, 0.16656660762501357, 0.083469125559447174, 0.00010644982321258124, 1, 2, 1, 15.5, 16.350000000000001, 0.4, 1.4788272559586304, 0.11799320352901613, 1.3314771337661335, 0.10996586524138623, 2.2999999999999998, 2.5100000000000002, 219
